ID,Código,Descrição,Unidade,NCM,Origem,Preço,Valor IPI fixo,Observações,Situação,Estoque,Preço de custo,Cód. no fornecedor,Fornecedor,Localização,Estoque máximo,Estoque mínimo,Peso líquido (Kg),Peso bruto (Kg),GTIN/EAN,GTIN/EAN da Embalagem,Largura do produto,Altura do Produto,Profundidade do produto,Data Validade,Descrição do Produto no Fornecedor,Descrição Complementar,Itens p/ caixa,Produto Variação,Tipo Produção,Classe de enquadramento do IPI,Código na Lista de Serviços,Tipo do item,Grupo de Tags/Tags,Tributos,Código Pai,Código Integração,Grupo de produtos,Marca,CEST,Volumes,Descrição Curta,Cross-Docking,URL Imagens Externas,Link Externo,Meses Garantia no Fornecedor,Clonar dados do pai,Condição do Produto,Frete Grátis,Número FCI,Vídeo,Departamento,Unidade de Medida,Preço de Compra,Valor base ICMS ST para retenção,Valor ICMS ST para retenção,Valor ICMS próprio do substituto,Categoria do produto,Informações Adicionais
8314737011,245,Chapa U 6mm Preto,UN,73089010,0,300,0,,Ativo,"34,00",130,"	31420161052",SQUADRONI PRODUTOS INDUSTRIAIS LTDA,,0,5000,0,0,,,0,0,0,,CHAPA U 16MM C/HASTE 6X24MM - ZINCADO PRETO - PI: 000116222 - LOTE: 000121137,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,126,0,0,0,Acessórios para Móveis (Tray)>>Rodinhas,
8314737016,246,Haste Giratoria 6mm para Rodízio,UN,9403.90.90,0,150,0,,Ativo,"1,00",18,"	30370990986",Squadroni,,0,4000,0,0,,,0,0,0,,30370990986,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,17,0,0,0,Acessórios para Móveis (Tray)>>Rodinhas,
13524753051,247,Espatula de nylon 31x9cm,UN,3924.10.00,0,1990,0,,Ativo,"2,00",879,"	00003705",SHOP STAR ATACADO,,0,0,0,0,,,0,0,0,,ESPATULA NYLON 31X9CM,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Centímetro,879,0,0,0,,
8315182144,248,Forma para Bauru Simples/Dupla,UN,7615.10.00,0,2590,0,,Ativo,"1,00",1100,"	6779",GIGAFORT DISTRIBUIDORA DE BRINQUEDOS SA,,0,100,0,0,,,0,0,0,,FORMA BAURU,,0,,Própria,,,Mercadoria para Revenda,,0,"	",0,,,28.061.00,0,,0,"	",,0,NÃO,NOVO,NÃO,,,,Metros,1100,0,0,0,Utilidades Domésticas (Tray),
8314737019,249,Dobradiça 26mm Plástico - Reta,UN,83021000,0,399,0,,Ativo,"31,00",127,"	59477",METALURGICA ALBRAS LTDA,,0,1000,1,1,7.89996E+12,7.89996E+12,500,200,260,,DOBRADICA AL2 MODUL BAIXA PLASTICA CLIC BRANCA CAN 09MM,"<p><span style=""font-family: Arial; font-size: 18.6667px;"">Obtenha a Dobradiça e desfrute de portas e móveis que funcionam suavemente e com confiabilidade. Com sua resistência e qualidade, esta dobradiça é a escolha certa para suas necessidades de ferragem. Simplifique suas tarefas de instalação com a Dobradiça!</span></p>",2000,,Terceiros,,,,,0,"	",0,,Albras,10.076.00,1,"<p style=""font-family: Arial; font-size: 18.6667px;"">A Dobradiça é a escolha ideal para garantir o funcionamento suave e duradouro de suas portas e móveis. Com seu design reto, ela oferece um encaixe perfeito e uma abertura suave. Fabricada em aço de alta qualidade, esta dobradiça é resistente e confiável. Com uma medida de 26mm, é perfeita para uma variedade de aplicações.</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;""><strong>Características do produto:</strong></p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Marca: Albras</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Tipo: Reta</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Material: Plástico</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Medida: 26mm</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;""><strong>Conteúdo da embalagem:</strong></p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">1 x Dobradiça 26mm Reta</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;""><strong>Perguntas frequentes:</strong></p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">1. Posso usar esta dobradiça em portas de armários e móveis?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Sim, a Dobradiça é adequada para uma ampla gama de aplicações, incluindo portas de armários e móveis.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">2. Como faço a instalação desta dobradiça?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: A instalação é simples e inclui todos os parafusos necessários. Siga as instruções do fabricante para obter melhores resultados.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">3. Esta dobradiça é resistente à corrosão?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Sim, a Dobradiça é fabricada em aço resistente e possui um acabamento durável que a protege contra a corrosão.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">4. Qual é a capacidade de peso suportada por esta dobradiça?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Esta dobradiça é projetada para suportar portas e móveis com facilidade, proporcionando uma operação suave.</p>
<p style=""font-family: Arial; font-size: 18.6667px;""> </p>
<p style=""font-family: Arial; font-size: 18.6667px;"">5. Posso comprar várias unidades para uso em diferentes projetos?</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">R: Sim, você pode adquirir quantas unidades forem necessárias para seus projetos de construção e reforma.</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">----------------------------------------------------</p>
<p style=""font-family: Arial; font-size: 18.6667px;"">Obtenha a Dobradiça e desfrute de portas e móveis que funcionam suavemente e com confiabilidade. Com sua resistência e qualidade, esta dobradiça é a escolha certa para suas necessidades de ferragem. Simplifique suas tarefas de instalação com a Dobradiça!</p>",0,"	",,0,NÃO,NOVO,NÃO,,,,Centímetro,136,0,0,0,Acessórios para Móveis (Tray)>>Dobradiças,
8315652727,250,Chaves de Precisão - Kit com 11 Peças,UN,8205.40.00,0,2490,0,,Ativo,"0,00",1146,"	1444",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,200,0,0,7.89893E+12,,0,0,0,,JG CH PRECISAO RELOJOEIRO C/11,,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	https://http2.mlstatic.com/D_NQ_NP_2X_871694-MLB44352374064_122020-F.webp",,0,NÃO,NOVO,NÃO,,,,Metros,1146,0,0,0,Ferramentas,
8315652731,251,Desempenadeira Plastica Estriada 30X17cm,UN,39269090,0,1999,0,,Ativo,"6,00",897,"	4467",TRENAS E CIA COMERCIO FERRAMENTAS LTDA,,0,0,0,0,7.89638E+12,7.89638E+12,0,0,0,,4467,,0,Produto,Própria,,,,,0,"	",0,,,10.020.00,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,651,0,0,0,Ferramentas,
8319210941,252,Porta Talheres 6 Divisorias,UN,3924.10.00,0,5490,0,,Ativo,"2,00",2700,"	23139",GIGAFORT DISTRIBUIDORA DE BRINQUEDOS SA,,0,400,0,0,7.89781E+12,,0,0,0,,PORTA TALHERES 6 DIVISORIAS C TAMPA,,0,Produto,Própria,,,Mercadoria para Revenda,,0,"	",0,,,,0,,0,"	",,0,NÃO,NOVO,NÃO,,,,Metros,2700,0,0,0,Organização e Arrumação (Tray),
8319158081,253,Joelho Sold 90X20mm,UN,3917.40.90,0,35,0,,Ativo,"3,00",16,"	4241",,,0,100,0,0,,,0,0,0,,4241,,0,Produto,Própria,,,,,0,"	",0,,,,0,,,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,16,0,0,0,Hidráulica (Tray),
8314737025,254,Kit Roldana de  Embutir C/ Mola,UN,83022000,0,3590,0,,Ativo,"1,00",1648,"	50100",JJI COMERCIO ATACADISTA LTDA,,0,2000,10,30,7.89315E+12,7.89315E+12,200,400,400,,KIT ROLDANA EMBUTIDO(SUP. E INF.)C/ MOLA P/ PORTA DE CORRER,"<p><span style=""font-family: Arial; font-size: 18.6667px;"">Adicione um toque de estilo e praticidade aos seus móveis com o Rodízio Giratório Transparente 40mm com Trava. Ideal para quem busca mobilidade sem abrir mão de um design moderno.</span></p>",100,,Terceiros,,,,,0,"	",0,,Monta Tudo,,1,"<div style=""font-family: Arial; font-size: 14pt;"">
<p>Rodízio Giratório Transparente 40mm com Trava - Mobilidade com Design Moderno</p>
<p>-------------------------------------------------------</p>
<p><strong>Características do Produto:</strong></p>
<p> </p>
<p>Tipo: Rodízio Giratório</p>
<p>Diâmetro do Rodízio: 40mm</p>
<p>Cor: Transparente</p>
<p>Mecanismo de Trava: Incluso</p>
<p>Capacidade de Carga: 20kg por rodízio</p>
<p>-------------------------------------------------------</p>
<p><strong>Conteúdo da Embalagem:</strong></p>
<p> </p>
<p>1 x Rodízio Giratório Base Transparente 40mm com Trava</p>
<p>-------------------------------------------------------</p>
<p><strong>Perguntas Frequentes:</strong></p>
<p> </p>
<p>1. Qual é a capacidade de carga do rodízio?</p>
<p>R: Cada rodízio suporta até 20kg, tornando-o adequado para móveis leves a médios.</p>
<p> </p>
<p>2. O rodízio tem mecanismo de trava. Como isso funciona?</p>
<p>R: O mecanismo de trava permite bloquear o movimento do rodízio, garantindo estabilidade quando necessário.</p>
<p> </p>
<p>3. O material transparente do rodízio é resistente?</p>
<p>R: Sim, apesar de ser transparente, o material do rodízio é resistente e durável, oferecendo uma boa vida útil.</p>
<p> </p>
<p>4. Posso instalar o rodízio em qualquer tipo de móvel?</p>
<p>R: O rodízio de 40mm é versátil e pode ser instalado em diversos tipos de móveis, como cadeiras, mesas e carrinhos.</p>
<p> </p>
<p>5. Como é feita a instalação do rodízio?</p>
<p>R: A instalação é geralmente simples, mas depende do tipo de móvel. É importante seguir as instruções do fabricante para uma instalação segura.</p>
<p>-------------------------------------------------------</p>
<p>Adicione um toque de estilo e praticidade aos seus móveis com o Rodízio Giratório Transparente 40mm com Trava. Ideal para quem busca mobilidade sem abrir mão de um design moderno.</p>
</div>",0,"	",,0,NÃO,NOVO,NÃO,,,,Centímetro,1470,0,0,0,Acessórios para Móveis (Tray)>>Rodinhas,
8314860107,255,Assento Sanitario Almofadado Redondo - Cinza - DUDA,UN,39222000,0,6990,0,,Ativo,"2,00",2309,"	10400225",MEBUKI INDUSTRIA COMERCIO E EXPORTACAO LTDA,,0,200,0,0,7.8968E+12,7.8968E+12,0,0,0,,ASS OVAL ALMOF LINEA PLUS CINZA,,0,,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,1990,0,0,0,Banheiro,
8319158082,256,Torneira de Jardim Cromada/Amarela Pevilon,UN,84818011,0,4990,0,,Ativo,"0,00",2818,"	166",IND. COM. E EXP. DE METAIS PEVILON LTDA,,0,100,0,0,7.89828E+12,7.89828E+12,0,0,0,,1130 CR 1/2X3/4 VED - T.JARD.RAVENA DN15/DN20 NBR-10281/15 AGUA Q/F ENT.HORIZONTAL,,0,Produto,Própria,,,Mercadoria para Revenda,,0,"	",0,,,10.079.00,0,,0,"	https://www.ferragistaforte.com.br/images/upload/img_app/20170131170917b20c336c3e13d2556db422bc0beab7ff.jpg",,0,NÃO,NOVO,NÃO,,,,Centímetro,2290,0,0,0,Hidráulica (Tray),
8319264280,257,Portao Branco 70cm com Alongadores (1Metro),UN,7326.90.90,0,29990,0,,Ativo,"1,00",14210,"	MF1001",MULTIFORMA INDUSTRIAL LTDA,,0,400,100,120,7.89669E+12,7.89669E+12,7000,7800,400,,MULTIGRADE- DIVISOR AMB- 70a100cm-Branco,"<p><span style=""font-family: Arial; font-size: 18.6667px;"">Proporcione segurança e liberdade controlada para seus pets - adquira o Portão de Proteção MultiForma agora mesmo!</span></p>",100,,Própria,,,,,0,"	",0,,MultiForma,,1,"<div style=""font-family: Arial; font-size: 14pt;"">
<p>Portão de Proteção para Cães e Gatos MultiForma - Segurança e Versatilidade em Branco Elegante</p>
<p>---------------------------------------------------------------------</p>
<p><strong>Características do Produto:</strong></p>
<p> </p>
<p>Cor: Branco</p>
<p>Material: Aço</p>
<p>Pintura: Epóxi</p>
<p>Marca: MultiForma</p>
<p>Medidas: 78cm x 70cm a 1m</p>
<p>---------------------------------------------------------------------</p>
<p><strong>Conteúdo da Embalagem:</strong></p>
<p> </p>
<p>1 x Grade de Proteção</p>
<p>1 x Extensor de 10cm</p>
<p>1 x Extensor de 20cm</p>
<p>1 x Kit de Manípulos de Fixação</p>
<p>---------------------------------------------------------------------</p>
<p><strong>Perguntas Frequentes:</strong></p>
<p> </p>
<p>1. Como posso ajustar o portão para se adequar às diferentes medidas?</p>
<p>R: O portão é ajustável, variando de 78cm a 1m, proporcionando versatilidade para diferentes espaços.</p>
<p> </p>
<p>2. A pintura epóxi é resistente a arranhões?</p>
<p>R: Sim, a pintura epóxi é durável e resistente, mantendo o portão com uma aparência elegante por mais tempo.</p>
<p> </p>
<p>3. Os extensores incluídos são fáceis de instalar?</p>
<p>R: Sim, os extensores de 10cm e 20cm são simples de instalar, proporcionando flexibilidade para se adequar a diversas aberturas.</p>
<p> </p>
<p>4. O material de aço é seguro para cães e gatos?</p>
<p>R: Sim, o aço é resistente e seguro, garantindo a proteção necessária para seus animais de estimação.</p>
<p> </p>
<p>5. O kit de manípulos de fixação facilita a instalação?</p>
<p>R: Sim, o kit de manípulos de fixação está incluído para tornar a instalação mais fácil e segura.</p>
<p>---------------------------------------------------------------------</p>
<p>Proporcione segurança e liberdade controlada para seus pets - adquira o Portão de Proteção MultiForma agora mesmo!</p>
</div>",0,"	",,0,NÃO,NOVO,NÃO,,,,Centímetro,16870,0,0,0,Proteção para Crianças (Tray),
8319264281,258,Portao Branco 70cm,UN,7326.90.90,0,23990,0,,Ativo,"3,00",11650,"	MF0703",MULTIFORMA INDUSTRIAL LTDA,,0,400,380,380,7.89669E+12,,6300,8000,400,,MULTIGRADE- DIVISOR AMB 70 CM-BRANCO,,100,Produto,Própria,,,,,0,"	",0,,MULTIFORMA,,1,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Centímetro,13650,0,0,0,Proteção para Crianças (Tray),
8314737028,259,"Sapata ""L"" para Prateleira de Aço 30X30mm Preta",UN,94039900,0,50,0,,Ativo,"30,00",14,"	037.011.000",COMPLETA COMERCIO DE FERRAGENS E UTILIDADES EIRELI,,0,3000,0,0,7.89996E+12,7.89996E+12,0,0,0,,SAPATA L 30X30 PR,,0,,Própria,,,,,0,"	",0,,,01.005.00,0,,0,"	https://http2.mlstatic.com/D_NQ_NP_652606-MLB47652411835_092021-O.webp",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,14,0,0,0,Acessórios para Móveis (Tray)>>Ponteiras,
8319247094,260,Prateleira Vidro Canto 20X20cm,UN,7006.00.00,0,4990,0,,Ativo,"2,00",2219,"	08621.001",PRAT-K INDUSTRIA E COMERCIO DE MOVEIS E UTILIDADES LTDA,,0,400,0,0,7.89848E+12,7.89848E+12,0,0,0,,"Prateleira Vidro Raio 0,8x20x20cm Suporte Cromado (Vetro)",,0,Produto,Própria,,,,,0,"	",0,,,,0,,0,"	",,0,NÃO,NÃO ESPECIFICADO,NÃO,,,,Metros,2149,0,0,0,"Prateleiras, Trilhos e Suportes (Tray)",
